EmployeeID,Age,Gender,Education,Department,JobRole,YearsExperience,YearsAtCompany,PerformanceScore,WorkHours,Overtime,ProjectsHandled,TrainingHours,WorkLifeBalance,JobSatisfaction,Absences,Promotions,DistanceFromHome,StressLevel,MonthlyIncome,Attrition
232,39.0,Female,Master,HR,Engineer,29,20,3,52.0,No,18,37,4,2,2,4,41,Medium,64507.0,Yes
233,36.0,Male,Bachelor,Sales,Engineer,6,26,5,49.0,Yes,13,75,4,2,19,0,44,High,38901.0,Yes
234,23.0,Male,PhD,Sales,Engineer,4,5,3,63.0,Yes,13,39,3,2,14,1,49,Medium,29380.0,Yes
235,40.0,Male,Master,Sales,Engineer,15,10,2,37.0,Yes,13,96,1,5,19,1,4,Low,45221.0,Yes
236,44.0,Male,Bachelor,HR,Analyst,2,2,3,42.0,Yes,5,16,4,3,12,2,23,High,25102.0,Yes
237,53.0,Female,PhD,Finance,Engineer,17,7,1,41.0,No,16,77,4,4,16,1,39,High,43326.0,Yes
238,44.0,Male,PhD,HR,Analyst,30,15,5,60.0,Yes,10,9,3,2,10,0,39,Medium,72532.0,Yes
239,31.0,Female,Bachelor,IT,Manager,7,9,4,62.0,Yes,19,95,3,3,0,2,23,Medium,36439.0,No
240,28.0,Male,Master,Finance,Analyst,10,5,4,43.0,Yes,9,96,2,1,17,2,3,Medium,45964.0,Yes
241,56.0,Male,Master,IT,Engineer,2,25,4,42.0,No,3,21,1,2,7,4,19,Low,,Yes
242,58.0,Female,Bachelor,HR,Manager,20,22,5,60.0,No,17,30,4,3,5,1,38,High,55663.0,Yes
243,40.0,Male,PhD,Sales,Engineer,0,4,4,67.0,No,10,84,1,2,7,3,15,Medium,24817.0,Yes
244,55.0,Female,Bachelor,IT,Engineer,19,8,5,38.0,No,4,50,1,3,3,2,36,High,56627.0,Yes
245,45.0,Female,Bachelor,HR,Analyst,9,0,4,64.0,Yes,19,19,3,2,14,1,12,Low,44034.0,Yes
246,55.0,Male,PhD,Finance,Analyst,5,20,4,65.0,Yes,10,89,3,1,5,0,31,High,37149.0,Yes
247,45.0,Female,Bachelor,IT,Manager,14,15,2,57.0,No,12,25,1,1,5,4,23,Low,41952.0,Yes
248,49.0,Female,PhD,Finance,Analyst,34,27,3,61.0,No,10,89,2,3,4,2,18,High,78617.0,Yes
249,38.0,Male,PhD,HR,Analyst,13,28,1,,Yes,8,49,1,3,3,0,23,Medium,42369.0,Yes
250,38.0,Female,Bachelor,IT,Engineer,22,27,2,52.0,No,17,49,4,4,9,0,29,Medium,52244.0,No
251,22.0,Female,Bachelor,HR,Engineer,4,15,4,63.0,Yes,13,7,4,4,3,1,21,High,31074.0,Yes
252,55.0,Male,Bachelor,IT,Analyst,9,29,3,48.0,No,1,85,3,2,9,2,15,High,40859.0,Yes
253,36.0,Female,Master,IT,Manager,11,9,5,42.0,Yes,17,51,1,4,3,1,30,Low,42052.0,Yes
254,56.0,Male,PhD,HR,Manager,20,22,4,69.0,No,17,68,2,2,17,0,35,Low,,Yes
255,53.0,Female,PhD,Finance,Manager,5,23,4,58.0,No,18,44,4,2,12,2,45,High,34919.0,Yes
256,24.0,Male,PhD,Sales,Manager,7,11,4,52.0,No,11,13,1,4,19,2,43,Medium,35118.0,Yes
257,53.0,Female,PhD,IT,Analyst,5,28,1,58.0,Yes,14,90,4,1,17,1,47,High,31224.0,Yes
258,34.0,Female,PhD,Finance,Analyst,28,4,1,30.0,No,10,36,3,3,2,4,40,Low,62071.0,No
259,41.0,Male,Master,Finance,Manager,10,19,5,68.0,No,8,90,2,3,3,2,23,Medium,42029.0,Yes
260,40.0,Female,PhD,Finance,Manager,6,20,5,58.0,Yes,19,46,3,1,2,4,31,High,36474.0,Yes
261,28.0,Male,Master,Finance,Manager,22,18,3,58.0,No,12,78,2,5,8,3,32,Low,63373.0,Yes
262,27.0,Female,Bachelor,IT,Analyst,25,0,1,46.0,Yes,14,36,2,2,13,4,45,High,56455.0,Yes
263,23.0,Male,Bachelor,Sales,Engineer,30,7,2,67.0,Yes,19,27,3,3,7,3,36,Low,65380.0,No
264,37.0,Male,Master,Sales,Manager,7,5,5,58.0,Yes,16,10,3,5,17,4,1,Low,44477.0,No
265,53.0,Female,PhD,Finance,Analyst,19,28,2,34.0,Yes,12,93,3,4,11,0,38,Low,56051.0,No
266,,Male,PhD,IT,Engineer,19,10,1,63.0,Yes,15,24,3,4,19,3,21,Medium,55063.0,No
267,42.0,Male,PhD,Sales,Engineer,12,7,1,64.0,No,7,72,4,4,0,1,3,Low,41725.0,No
268,42.0,Female,PhD,Finance,Analyst,3,12,3,34.0,Yes,9,99,3,2,2,3,11,High,33563.0,Yes
269,50.0,Female,PhD,Finance,Engineer,23,19,5,,No,15,92,3,1,2,1,25,Medium,68345.0,Yes
270,58.0,Male,Master,HR,Manager,4,17,3,63.0,No,14,5,1,1,1,0,26,High,30898.0,Yes
271,58.0,Male,Master,HR,Manager,28,25,3,65.0,No,15,32,4,4,9,3,23,Low,,No
272,28.0,Male,Master,HR,Analyst,14,17,3,61.0,Yes,13,12,3,1,11,1,27,Medium,47431.0,Yes
273,,Female,Bachelor,IT,Analyst,21,20,1,54.0,Yes,7,38,2,5,17,3,40,Low,58450.0,Yes
274,47.0,Male,Bachelor,Finance,Manager,19,20,5,31.0,No,10,73,1,2,1,2,34,Medium,55809.0,Yes
275,54.0,Male,Master,Sales,Analyst,13,20,1,43.0,Yes,18,89,1,2,12,1,21,High,,Yes
276,41.0,Male,Master,Sales,Manager,14,8,4,50.0,No,19,90,3,5,11,4,46,Low,47071.0,No
277,50.0,Female,Bachelor,HR,Engineer,3,13,2,53.0,No,8,56,4,3,4,2,43,High,24741.0,Yes
278,53.0,Male,Master,Finance,Manager,0,5,1,41.0,Yes,11,22,2,4,15,4,7,Low,19081.0,Yes
279,48.0,Male,Bachelor,IT,Analyst,30,29,2,57.0,Yes,18,61,2,4,5,3,6,Low,67997.0,Yes
280,53.0,Female,Bachelor,IT,Manager,33,21,4,69.0,No,8,84,4,4,10,3,11,High,76300.0,Yes
281,25.0,Male,Master,IT,Engineer,20,26,4,40.0,Yes,8,31,1,1,14,2,5,High,60330.0,Yes
282,39.0,Female,Master,Sales,Analyst,16,14,4,44.0,No,19,88,4,1,14,3,24,High,48674.0,Yes
283,24.0,Male,Bachelor,HR,Manager,10,1,2,51.0,Yes,12,38,2,4,7,0,45,Medium,43451.0,Yes
284,55.0,Female,Master,IT,Analyst,16,0,1,69.0,No,16,86,1,4,3,2,12,Low,45116.0,Yes
285,37.0,Female,PhD,HR,Manager,17,9,2,61.0,Yes,17,86,2,4,1,2,24,High,49863.0,Yes
286,48.0,Male,Bachelor,Sales,Analyst,7,5,2,39.0,Yes,9,93,2,3,12,1,42,High,39300.0,Yes
287,50.0,Male,Bachelor,Finance,Manager,32,7,1,37.0,No,9,94,1,3,0,1,10,Low,67057.0,Yes
288,49.0,Female,PhD,IT,Analyst,19,11,4,55.0,Yes,19,82,4,2,8,4,23,Medium,54147.0,Yes
289,26.0,Female,PhD,HR,Engineer,10,11,2,44.0,Yes,8,68,1,3,12,3,42,Medium,42846.0,Yes
290,55.0,Male,PhD,Sales,Analyst,3,22,1,38.0,No,15,90,4,5,2,2,39,Medium,27863.0,No
291,57.0,Male,Master,Sales,Analyst,25,14,3,32.0,No,1,83,4,1,1,4,21,High,66568.0,Yes
292,44.0,Female,PhD,HR,Engineer,1,17,5,53.0,Yes,3,89,3,5,8,3,49,Medium,36211.0,No
293,49.0,Male,PhD,HR,Engineer,34,20,5,62.0,Yes,4,11,2,5,13,3,43,High,85189.0,Yes
294,51.0,Male,Master,HR,Analyst,11,7,1,45.0,No,8,63,3,1,18,4,40,Low,39388.0,Yes
295,55.0,Male,PhD,Sales,Analyst,7,25,2,31.0,No,14,45,1,5,9,4,25,Medium,38458.0,Yes
296,53.0,Male,Bachelor,Finance,Analyst,17,13,1,55.0,No,14,91,3,4,5,4,8,High,50237.0,Yes
297,41.0,Female,PhD,IT,Manager,22,25,2,45.0,Yes,17,47,2,5,14,3,21,Low,59688.0,Yes
298,52.0,Male,PhD,HR,Manager,0,20,4,,Yes,3,17,4,4,15,2,43,High,26880.0,Yes
299,43.0,Male,Master,Sales,Engineer,2,29,3,54.0,No,13,37,1,3,9,1,11,High,26765.0,Yes
300,53.0,Female,Master,IT,Manager,6,3,5,55.0,No,17,8,2,3,7,1,49,High,,Yes
301,23.0,Female,PhD,Sales,Engineer,13,19,3,63.0,Yes,18,8,4,5,6,0,3,Low,40760.0,No
302,38.0,Male,PhD,Sales,Manager,20,27,5,,Yes,2,77,3,2,18,3,11,High,63846.0,Yes
303,45.0,Male,Bachelor,HR,Manager,16,3,5,48.0,Yes,2,22,2,2,6,2,31,High,56027.0,Yes
304,,Female,Master,HR,Engineer,23,2,1,43.0,Yes,12,15,3,3,15,1,32,Medium,59968.0,No
305,23.0,Male,Bachelor,HR,Analyst,7,0,4,68.0,Yes,17,35,2,4,13,0,35,High,36418.0,Yes
306,44.0,Female,Bachelor,HR,Analyst,15,29,4,52.0,Yes,5,17,2,5,14,1,48,High,50892.0,Yes
307,52.0,Male,PhD,HR,Manager,10,27,1,41.0,Yes,4,13,3,1,7,1,26,High,41177.0,Yes
308,42.0,Male,PhD,IT,Analyst,32,1,2,65.0,Yes,11,36,3,3,4,0,16,Medium,69382.0,No
309,43.0,Male,PhD,Finance,Engineer,27,5,4,51.0,No,11,57,1,2,9,0,31,Low,69284.0,Yes
310,22.0,Male,Bachelor,IT,Engineer,6,28,2,53.0,Yes,17,48,2,3,11,4,34,High,36650.0,Yes
311,47.0,Male,Bachelor,IT,Manager,13,17,3,64.0,No,16,78,4,2,2,1,26,Low,48114.0,Yes
312,22.0,Male,Master,Sales,Engineer,20,17,3,30.0,Yes,15,21,4,5,17,0,21,Medium,52844.0,No
313,46.0,Female,Master,IT,Engineer,22,9,2,44.0,Yes,15,92,4,5,12,3,22,High,60963.0,Yes
314,37.0,Male,Master,HR,Engineer,18,29,2,64.0,Yes,5,78,1,3,0,3,15,High,48492.0,Yes
315,53.0,Male,Master,IT,Analyst,1,3,3,44.0,No,3,20,1,5,10,0,42,Medium,32223.0,Yes
316,29.0,Male,Master,Finance,Manager,8,27,4,39.0,Yes,5,72,1,3,18,2,33,Medium,44726.0,Yes
317,59.0,Male,Master,HR,Engineer,28,14,2,57.0,No,8,18,3,4,5,4,31,High,66686.0,Yes
318,49.0,Female,Bachelor,Sales,Engineer,12,22,4,57.0,No,13,53,2,2,1,0,40,Medium,41732.0,Yes
319,46.0,Female,PhD,IT,Manager,18,5,4,40.0,No,1,38,3,3,8,2,18,Low,58167.0,No
320,55.0,Male,Master,Sales,Manager,15,1,2,,Yes,3,89,3,2,9,2,6,Low,46391.0,Yes
321,45.0,Male,Bachelor,Finance,Engineer,14,17,3,65.0,No,11,97,2,1,12,0,19,Low,47816.0,Yes
322,44.0,Female,Bachelor,Sales,Analyst,5,7,4,57.0,Yes,10,12,2,4,0,2,30,High,38889.0,Yes
323,,Male,PhD,Finance,Analyst,26,19,2,47.0,No,13,2,3,2,2,1,17,Medium,65451.0,Yes
324,27.0,Male,Master,IT,Analyst,16,0,2,56.0,No,10,2,1,5,3,2,8,High,51332.0,Yes
325,56.0,Female,PhD,IT,Engineer,7,24,5,64.0,Yes,12,48,3,2,3,3,38,Low,43263.0,Yes
326,40.0,Female,PhD,HR,Engineer,34,25,1,59.0,No,14,47,2,3,5,0,23,Low,77889.0,Yes
327,21.0,Male,PhD,IT,Engineer,19,4,4,49.0,No,4,38,3,1,9,3,38,High,60849.0,Yes
328,28.0,Male,Master,HR,Analyst,30,0,5,52.0,No,15,63,2,1,16,0,32,High,71864.0,Yes
329,36.0,Female,Master,HR,Manager,11,6,1,42.0,No,9,58,1,3,3,0,34,High,42082.0,Yes
330,34.0,Female,Master,IT,Analyst,28,8,1,53.0,Yes,8,39,4,4,3,4,45,Medium,65779.0,No
331,32.0,Male,Bachelor,Finance,Analyst,23,25,5,62.0,No,8,39,2,4,17,3,39,Medium,60620.0,Yes
332,43.0,Male,Bachelor,Finance,Analyst,21,10,5,52.0,No,3,48,3,5,19,2,15,Medium,64695.0,No
333,35.0,Female,Bachelor,Finance,Engineer,10,7,1,63.0,No,11,4,3,2,3,3,34,Medium,,Yes
334,48.0,Male,Master,IT,Manager,32,22,3,38.0,No,11,3,2,3,16,4,41,High,75951.0,Yes
335,54.0,Female,PhD,HR,Manager,34,0,4,59.0,No,9,91,3,1,2,0,27,High,79508.0,Yes
336,22.0,Female,PhD,Finance,Manager,6,10,4,35.0,Yes,12,98,1,1,19,3,4,Low,41619.0,Yes
337,52.0,Female,Bachelor,Sales,Engineer,25,23,4,61.0,No,16,75,4,5,0,2,47,Low,68616.0,No
338,43.0,Male,PhD,Sales,Manager,16,16,5,35.0,No,16,47,3,5,13,1,3,Medium,57599.0,No
339,42.0,Female,Bachelor,IT,Analyst,15,7,4,46.0,No,18,89,3,3,18,0,7,Medium,53953.0,No
340,45.0,Female,PhD,Finance,Engineer,7,23,1,61.0,No,12,45,2,4,6,4,13,Medium,29287.0,Yes
341,42.0,Male,Master,Finance,Analyst,2,21,2,49.0,No,6,39,1,4,19,0,36,High,26503.0,Yes
342,42.0,Female,Bachelor,Finance,Manager,20,28,4,67.0,No,12,58,2,1,0,4,46,High,59951.0,Yes
343,26.0,Female,Bachelor,IT,Manager,31,29,3,66.0,Yes,6,32,1,1,3,1,17,High,67598.0,Yes
344,35.0,Male,PhD,HR,Manager,18,5,1,58.0,Yes,9,27,3,1,7,3,16,Low,49363.0,Yes
345,57.0,Female,Master,Finance,Manager,29,17,4,46.0,No,19,27,4,1,7,1,23,High,68735.0,Yes
346,53.0,Male,Master,Sales,Analyst,15,7,4,51.0,No,12,96,4,2,16,0,17,Medium,55457.0,Yes
347,28.0,Male,Master,IT,Engineer,27,19,4,59.0,No,2,89,4,4,18,4,30,Medium,73251.0,No
348,,Female,Master,Finance,Manager,8,14,4,36.0,No,7,41,2,1,14,3,15,Medium,41935.0,Yes
349,59.0,Female,Bachelor,HR,Engineer,3,19,5,56.0,No,18,39,2,5,9,0,11,Low,29898.0,Yes
350,24.0,Female,Master,HR,Analyst,1,20,3,40.0,Yes,5,7,4,1,14,3,2,Medium,26123.0,Yes
351,26.0,Female,PhD,IT,Manager,20,6,1,56.0,Yes,2,23,4,4,9,4,10,High,48255.0,Yes
352,52.0,Female,Bachelor,IT,Engineer,10,9,4,47.0,Yes,13,88,3,2,2,2,6,High,38603.0,Yes
353,50.0,Male,PhD,Finance,Engineer,21,20,4,31.0,No,5,87,4,4,19,4,47,Low,64406.0,No
354,55.0,Male,Master,Finance,Analyst,29,3,3,53.0,Yes,4,3,2,2,1,0,10,Low,71149.0,Yes
355,36.0,Female,Bachelor,IT,Engineer,17,9,4,48.0,No,6,94,4,4,5,1,9,High,56817.0,Yes
356,,Female,PhD,Finance,Manager,5,6,3,57.0,No,17,85,1,4,13,3,10,Medium,30240.0,Yes
357,50.0,Male,Master,IT,Manager,7,12,4,64.0,No,10,57,3,4,3,4,1,Low,39775.0,No
358,39.0,Female,Bachelor,Sales,Manager,30,24,5,40.0,No,5,44,3,5,19,3,35,High,76695.0,Yes
359,37.0,Female,Master,IT,Manager,12,1,2,,Yes,14,93,4,2,14,4,44,High,45828.0,Yes
360,39.0,Female,Master,HR,Manager,13,8,2,31.0,Yes,7,27,2,3,2,0,18,Medium,44413.0,Yes
361,48.0,Male,Master,IT,Manager,18,17,4,60.0,Yes,10,82,1,1,4,3,30,High,58435.0,Yes
362,46.0,Male,Master,HR,Engineer,4,1,1,59.0,Yes,10,22,1,1,0,3,42,Medium,32172.0,Yes
363,57.0,Male,PhD,Finance,Manager,34,26,5,64.0,Yes,12,36,3,5,15,2,20,Medium,77229.0,No
364,46.0,Male,Master,Finance,Manager,11,11,3,41.0,Yes,5,61,3,4,12,1,20,High,38065.0,Yes
365,43.0,Female,Bachelor,Sales,Engineer,18,1,5,68.0,Yes,11,35,2,1,14,0,47,Low,60165.0,Yes
366,29.0,Female,PhD,Finance,Engineer,16,4,1,42.0,No,11,65,4,4,9,0,29,High,46960.0,Yes
367,32.0,Female,Master,HR,Analyst,17,28,2,39.0,No,4,83,4,1,4,1,24,High,51690.0,Yes
368,21.0,Male,Bachelor,IT,Engineer,28,28,1,46.0,No,9,19,4,2,0,1,7,Medium,62942.0,Yes
369,21.0,Female,Bachelor,IT,Analyst,20,21,2,32.0,No,4,42,2,2,17,3,41,Medium,51253.0,Yes
370,54.0,Male,PhD,Sales,Analyst,2,9,1,54.0,Yes,3,92,2,3,16,4,19,Medium,24645.0,Yes
371,52.0,Female,PhD,Sales,Analyst,30,20,4,44.0,Yes,7,46,1,1,16,4,23,Medium,72719.0,Yes
372,45.0,Male,PhD,Finance,Manager,19,22,5,67.0,No,8,84,4,4,8,2,48,High,56161.0,Yes
373,21.0,Female,PhD,IT,Engineer,3,1,5,54.0,Yes,18,69,3,5,4,4,19,High,37912.0,Yes
374,,Female,Master,HR,Manager,19,8,3,48.0,Yes,13,49,3,5,1,3,48,Medium,52062.0,No
375,59.0,Female,PhD,Sales,Manager,27,8,3,33.0,No,17,95,1,4,11,1,28,Low,69549.0,Yes
376,25.0,Female,PhD,Finance,Analyst,27,6,5,68.0,Yes,9,2,1,5,16,4,38,Low,73765.0,Yes
377,42.0,Female,Bachelor,HR,Engineer,34,0,2,47.0,Yes,6,7,1,5,19,3,37,Medium,75327.0,Yes
378,49.0,Female,PhD,IT,Manager,9,25,4,47.0,No,11,37,3,5,17,2,5,High,37506.0,Yes
379,23.0,Female,Bachelor,Sales,Analyst,8,28,3,42.0,Yes,7,95,1,1,11,3,29,Medium,,Yes
380,32.0,Female,Master,HR,Engineer,27,3,1,,No,15,14,1,3,3,3,18,High,61351.0,Yes
381,46.0,Female,Bachelor,IT,Manager,25,0,4,35.0,No,15,30,3,5,7,4,2,Low,69037.0,No
382,36.0,Male,Master,Sales,Manager,18,0,3,57.0,No,5,96,3,2,18,2,16,High,55932.0,Yes
383,57.0,Male,Bachelor,HR,Engineer,7,27,3,49.0,Yes,17,89,2,3,3,2,29,Medium,35766.0,Yes
384,42.0,Male,Bachelor,HR,Engineer,2,1,4,37.0,No,18,0,3,5,2,0,31,High,26732.0,Yes
385,49.0,Male,PhD,Finance,Manager,13,27,2,54.0,No,11,68,4,5,16,0,44,High,42281.0,Yes
386,34.0,Male,Bachelor,IT,Manager,3,13,1,55.0,No,15,76,1,4,15,0,42,Low,26409.0,Yes
387,48.0,Male,Master,Finance,Analyst,21,6,3,54.0,Yes,19,19,4,5,1,4,43,Low,59897.0,No
388,25.0,Female,Bachelor,Finance,Manager,29,3,4,45.0,No,19,67,2,4,0,1,7,High,71878.0,Yes
389,50.0,Female,PhD,Sales,Engineer,10,7,3,37.0,No,5,10,1,3,0,0,23,Medium,42288.0,Yes
390,25.0,Male,PhD,Finance,Analyst,6,29,3,32.0,Yes,13,1,3,3,7,2,10,High,35936.0,Yes
391,32.0,Male,Master,Finance,Manager,11,11,4,61.0,No,13,91,4,5,9,3,38,Medium,48243.0,No
392,36.0,Female,PhD,HR,Engineer,27,13,2,56.0,Yes,13,49,2,3,8,1,3,High,67563.0,Yes
393,46.0,Female,Bachelor,IT,Manager,34,6,5,55.0,No,3,7,4,5,18,4,32,Medium,76909.0,No
394,46.0,Female,Master,Finance,Engineer,24,1,3,51.0,No,11,22,4,4,16,2,17,Low,60957.0,No
395,41.0,Female,PhD,HR,Analyst,3,7,1,48.0,No,11,82,2,3,4,4,35,High,23006.0,Yes
396,59.0,Male,Bachelor,HR,Engineer,14,11,4,35.0,Yes,16,75,1,4,5,1,4,High,52277.0,Yes
397,56.0,Male,PhD,HR,Manager,16,15,3,48.0,Yes,6,5,4,1,1,1,22,High,53519.0,Yes
398,53.0,Female,PhD,Finance,Manager,14,24,2,44.0,Yes,11,31,3,5,11,4,9,High,41118.0,Yes
399,50.0,Male,Master,IT,Engineer,34,21,3,45.0,No,12,42,2,1,5,2,46,Low,73017.0,Yes
400,57.0,Male,Master,Sales,Engineer,25,2,2,53.0,No,4,91,4,5,8,2,20,Low,64038.0,No
401,43.0,Female,Master,Sales,Analyst,1,18,5,34.0,Yes,16,0,4,1,15,0,36,High,26593.0,Yes
402,30.0,Female,Bachelor,HR,Manager,25,16,3,39.0,Yes,2,54,1,3,10,2,22,Medium,67759.0,Yes
403,25.0,Female,PhD,IT,Engineer,24,28,3,41.0,No,5,86,1,2,19,1,28,High,63056.0,Yes
404,56.0,Female,Master,IT,Engineer,22,28,4,58.0,Yes,2,57,4,4,4,1,10,High,65056.0,Yes
405,54.0,Male,Bachelor,HR,Manager,12,8,4,46.0,No,12,81,2,5,5,3,11,Low,48442.0,Yes
406,51.0,Female,Bachelor,Finance,Engineer,25,24,4,48.0,Yes,5,64,2,2,15,2,2,Low,67495.0,Yes
407,30.0,Female,Bachelor,Sales,Analyst,4,12,3,57.0,Yes,10,84,4,5,2,1,21,Low,35989.0,No
408,39.0,Male,PhD,Finance,Engineer,13,11,4,49.0,Yes,8,85,3,1,14,3,12,High,51038.0,Yes
409,52.0,Female,Master,Finance,Manager,4,16,1,62.0,Yes,1,49,1,2,1,3,2,High,28903.0,Yes
410,21.0,Female,PhD,HR,Engineer,15,12,5,66.0,Yes,6,79,4,5,11,1,18,High,49772.0,Yes
411,25.0,Male,Bachelor,IT,Analyst,31,25,4,43.0,Yes,12,29,4,1,8,3,36,High,71548.0,Yes
412,24.0,Female,PhD,Finance,Manager,7,9,1,52.0,No,14,85,3,4,13,1,46,Medium,29690.0,No
413,36.0,Female,Master,IT,Engineer,29,3,3,64.0,Yes,13,22,1,3,10,1,33,High,,Yes
414,44.0,Male,Bachelor,HR,Manager,27,9,1,,No,18,32,4,4,7,0,34,High,58272.0,Yes
415,36.0,Female,PhD,IT,Engineer,18,21,5,66.0,Yes,19,93,3,2,10,3,20,High,55367.0,Yes
416,22.0,Female,Master,HR,Analyst,8,9,1,49.0,Yes,6,48,2,3,7,0,3,Low,35035.0,Yes
417,48.0,Male,Master,Sales,Analyst,21,15,4,45.0,Yes,2,18,1,5,2,0,11,Low,63127.0,Yes
418,52.0,Male,Master,Sales,Manager,5,3,2,36.0,No,16,18,2,4,12,2,35,Low,31923.0,Yes
419,47.0,Female,Master,IT,Manager,5,15,5,45.0,No,7,75,1,3,13,2,12,Medium,40166.0,Yes
420,40.0,Female,Bachelor,Sales,Engineer,0,4,5,54.0,No,10,87,1,3,19,1,28,Medium,33587.0,Yes
421,44.0,Female,Bachelor,HR,Manager,29,19,3,65.0,No,19,88,1,2,13,3,18,Medium,68979.0,Yes
422,,Female,PhD,IT,Engineer,7,14,2,50.0,Yes,7,84,2,2,8,1,20,Medium,36076.0,Yes
423,55.0,Male,Master,HR,Analyst,22,16,1,,No,14,13,4,1,0,3,43,High,52644.0,Yes
424,53.0,Male,Master,IT,Manager,22,8,1,42.0,No,9,60,3,5,15,1,1,High,50819.0,Yes
425,53.0,Male,Bachelor,Sales,Manager,2,10,2,41.0,No,15,32,2,1,16,2,5,Medium,24103.0,Yes
426,57.0,Female,PhD,Finance,Analyst,24,23,1,33.0,No,6,40,2,2,1,4,11,Low,53687.0,Yes
427,32.0,Male,PhD,HR,Manager,32,13,5,49.0,No,19,80,3,4,16,3,26,Low,77726.0,No
428,23.0,Female,Bachelor,Finance,Analyst,3,13,5,43.0,No,13,89,3,1,3,1,3,Medium,36069.0,Yes
429,21.0,Female,Bachelor,HR,Engineer,23,4,4,52.0,Yes,8,83,4,4,15,3,20,Medium,57654.0,No
430,53.0,Male,Bachelor,HR,Analyst,0,27,5,31.0,Yes,13,27,4,5,15,0,1,High,32169.0,Yes
431,30.0,Male,Bachelor,Sales,Analyst,8,1,1,52.0,Yes,4,58,1,3,4,2,19,Low,37795.0,Yes
432,49.0,Male,Bachelor,Finance,Engineer,29,29,4,69.0,Yes,3,56,2,2,16,3,14,Medium,69310.0,Yes
433,33.0,Female,Bachelor,IT,Analyst,5,11,4,55.0,Yes,18,98,1,1,16,0,17,Low,33757.0,Yes
434,32.0,Male,PhD,Sales,Analyst,18,5,5,,No,10,49,4,3,17,0,48,Low,61422.0,No
435,51.0,Female,Bachelor,IT,Analyst,14,23,2,49.0,No,3,5,1,4,9,4,11,Medium,42803.0,Yes
436,22.0,Male,Bachelor,IT,Analyst,33,0,3,60.0,No,8,84,4,1,16,0,21,High,76061.0,Yes
437,55.0,Female,PhD,IT,Analyst,28,26,3,42.0,Yes,1,3,1,3,15,4,41,Medium,65496.0,Yes
438,43.0,Male,PhD,IT,Analyst,2,15,4,62.0,No,16,8,1,1,2,0,2,High,35625.0,Yes
439,37.0,Female,Master,IT,Manager,2,27,5,58.0,Yes,11,78,3,4,7,3,49,Medium,,No
440,46.0,Female,Master,Sales,Analyst,31,25,1,68.0,No,5,63,4,1,5,0,9,Low,68734.0,Yes
441,28.0,Male,PhD,Sales,Manager,30,21,3,55.0,No,14,46,4,3,19,0,12,High,68839.0,Yes
442,49.0,Female,Bachelor,Finance,Engineer,28,13,5,46.0,Yes,9,88,3,4,16,1,44,Medium,75665.0,No
443,46.0,Male,PhD,HR,Engineer,4,16,3,46.0,No,4,9,4,2,13,4,13,High,31668.0,Yes
444,30.0,Female,Bachelor,HR,Engineer,1,1,5,67.0,No,13,49,2,1,6,0,24,High,31182.0,Yes
445,46.0,Male,Bachelor,Finance,Analyst,15,11,5,41.0,No,12,6,4,1,11,2,27,Low,50546.0,Yes
446,54.0,Male,Bachelor,IT,Analyst,30,25,4,63.0,Yes,11,1,1,1,12,3,13,Low,77286.0,Yes
447,27.0,Female,PhD,IT,Engineer,16,11,5,,No,16,28,2,5,5,1,42,High,55824.0,Yes
448,24.0,Male,Bachelor,Finance,Manager,8,21,1,34.0,Yes,15,30,4,5,18,0,15,Low,31572.0,No
449,31.0,Female,PhD,Sales,Engineer,5,12,1,41.0,No,3,92,3,5,11,2,14,Medium,33534.0,No
450,49.0,Female,Bachelor,Sales,Analyst,15,17,1,,No,14,74,4,5,17,4,9,High,48418.0,Yes
451,56.0,Male,Bachelor,HR,Manager,3,7,1,34.0,No,8,29,1,5,5,4,48,High,,Yes
452,45.0,Male,PhD,Finance,Manager,2,8,3,47.0,Yes,3,15,3,3,4,0,42,High,27836.0,Yes
453,41.0,Female,PhD,IT,Manager,2,14,5,49.0,No,18,91,2,1,0,3,47,Medium,30236.0,Yes
454,56.0,Female,Bachelor,HR,Manager,23,22,5,55.0,No,5,81,1,3,11,4,28,High,66961.0,Yes
455,30.0,Female,Bachelor,Finance,Analyst,4,6,2,41.0,Yes,7,1,4,4,15,2,46,High,32648.0,Yes
456,57.0,Female,Master,IT,Engineer,13,5,5,35.0,No,10,1,1,3,16,0,34,High,51811.0,Yes
457,29.0,Female,PhD,Finance,Engineer,27,16,4,,Yes,17,5,2,3,15,4,43,Low,64263.0,Yes
458,44.0,Male,Master,Sales,Engineer,7,29,3,55.0,Yes,10,21,2,2,17,2,10,High,39329.0,Yes
459,55.0,Male,Master,Finance,Engineer,32,5,5,61.0,No,6,63,2,3,13,4,6,Medium,75876.0,Yes
460,55.0,Female,Master,Finance,Engineer,18,11,4,66.0,No,2,80,4,5,5,2,41,High,56024.0,Yes
461,56.0,Female,PhD,Sales,Engineer,17,29,3,68.0,Yes,6,93,4,1,10,3,25,Medium,49965.0,Yes
462,38.0,Female,Bachelor,Finance,Engineer,18,0,3,55.0,Yes,17,63,2,3,13,1,31,Medium,56068.0,Yes
463,59.0,Male,Bachelor,Finance,Engineer,34,18,3,30.0,No,15,82,1,2,6,2,19,Medium,74979.0,Yes
